Thread pool size,Current 10 Second Throughput,99th percentile Latency
10,863.4,276.824063
26,791.8,320.864255
11,730.8,293.601279
7,723.0,201.326591
9,706.0,207.618047
5,723.8,179.306495
4,732.0,110.100479
4,782.0,106.430463
18,684.8,119.013375
2,822.8,70.778879
2,853.8,76.546047
2,903.2,79.691775
3,830.0,95.420415
3,720.4,99.090431
2,867.2,93.847551
2,988.8,99.614719
1,5674.8,27.000831
1,5497.8,31.064063
1,5542.6,31.588351
1,0.0,0.0
