Thread pool size,Current 10 Second Throughput,99th percentile Latency
10,1307.2,10.420223
46,1434.8,11.272191
25,1567.4,9.961471
20,1769.6,9.764863
5,1662.8,8.093695
11,1946.8,57.671679
12,1891.8,56.360959
4,1864.2,55.836671
8,1831.6,54.001663
7,1705.8,42.467327
7,1821.0,53.215231
39,1808.4,56.098815
5,2038.2,55.312383
42,1926.8,58.458111
4,2032.0,57.147391
5,2053.6,59.506687
4,2079.6,60.293119
4,2015.2000000000005,60.293119
4,1925.0,59.768831
3,0.0,0.0
