Thread pool size,Current 10 Second Throughput,99th percentile Latency
10,9045.8,0.290815
33,8790.800000000001,0.319487
1,9016.8,0.286719
12,8725.6,0.292863
11,9377.2,0.288767
9,8981.4,0.292863
8,8995.8,0.292863
8,7098.799999999999,0.456703
7,9095.4,0.290815
6,8708.800000000001,0.292863
6,8763.800000000001,0.290815
6,8910.8,0.292863
6,9161.6,0.290815
5,9084.0,0.296959
5,8942.0,0.292863
5,9012.4,0.288767
5,9147.8,0.288767
5,9141.8,0.288767
5,8926.199999999999,0.292863
5,8937.6,0.292863
