Thread pool size,Current 10 Second Throughput,99th percentile Latency
10,215.6,771.751935
5,105.0,805.306367
1,263.4,796.917759
13,180.6,629.145599
41,221.6,1090.519039
1,421.6,211.812351
1,433.8,276.824063
1,376.0,216.006655
23,217.2,497.025023
23,238.2,650.117119
23,222.4,501.219327
23,206.4,497.025023
1,447.2,274.726911
1,417.4,211.812351
5,202.8,387.973119
1,401.0,278.921215
1,419.6,287.309823
1,370.8,212.860927
1,377.0,276.824063
1,420.2000000000001,295.698431
