Thread pool size,Current 10 Second Throughput,99th percentile Latency
10,1242.4,8.716287
8,1286.2,4.095999
1,1658.8,16.383999
13,2073.0,58.195967
12,2054.0,57.409535
10,1892.4,56.623103
9,2095.6,58.195967
9,2080.8,58.982399
9,1975.4,57.147391
9,2006.2,56.360959
8,2067.0,58.720255
6,1957.4,54.263807
6,2092.6,59.768831
6,2025.4,58.982399
6,2045.2,49.283071
5,1530.0,2.129919
2,2205.2000000000003,59.506687
46,1850.2,57.933823
2,2140.4,52.690943
2,6844.000000000001,46.661631
