Thread pool size,Current 10 Second Throughput,99th percentile Latency
10,1786.4,43.515903
2,1976.8,5.111807
28,1728.4,44.302335
8,1758.2,5.439487
8,1745.6,41.156607
41,1785.0,40.108031
14,1683.2,46.661631
8,1744.6,46.661631
41,1694.8,6.062079
1,2204.2,4.521983
1,2154.0,4.325375
1,2195.0,4.227071
1,2138.8,4.489215
1,2234.2000000000003,4.685823
34,1732.4,45.875199
1,2183.0,4.816895
1,2162.2,4.456447
2,1854.0,4.227071
2,1831.2,4.325375
2,1818.0,4.390911
