Thread pool size,Current 10 Second Throughput,99th percentile Latency
10,114.6,105.381887
38,131.8,195.035135
1,297.0,83.361791
41,230.6,281.018367
37,194.4,343.932927
1,370.2000000000001,137.363455
3,223.0,304.087039
1,441.6,178.257919
1,412.0,255.852543
1,402.2,214.958079
1,473.8,209.715199
17,206.2,444.596223
1,383.8,179.306495
1,432.4,158.334975
1,469.2,139.460607
1,412.4,116.916223
1,391.8,102.236159
21,206.8,247.463935
28,210.2,175.112191
13,239.0,73.400319
