Thread pool size,Current 10 Second Throughput,99th percentile Latency
10,1748.6,6.324223
1,2302.2000000000003,4.177919
11,1791.4,44.826623
12,1774.2,38.535167
45,1773.4,45.088767
3,1798.4,4.718591
2,1869.2,4.685823
3,1781.4,4.915199
3,1797.0,5.242879
4,1772.8,6.815743
3,1752.6,11.075583
3,1970.0,20.054015
3,2112.8,61.079551
3,2142.6,60.555263
3,2120.0,61.603839
3,2141.2,60.293119
3,2090.8,60.555263
2,2135.6,60.817407
2,2158.4,60.817407
2,2114.4,61.603839
