Thread pool size,Current 10 Second Throughput,99th percentile Latency
10,136.6,82.313215
11,112.0,115.343359
19,118.4,197.132287
2,85.39999999999999,190.840831
3,253.0,162.529279
1,430.8,85.983231
1,507.2,97.517567
1,453.2,110.100479
1,407.2,115.867647
1,446.6,130.023423
1,468.2000000000001,139.460607
1,429.6,143.654911
38,210.6,501.219327
21,197.8,429.916159
1,397.0,175.112191
1,385.2,186.646527
23,187.0,494.927871
1,387.0,276.824063
1,372.4,220.200959
11,248.8,419.430399
