Thread pool size,Current 10 Second Throughput,99th percentile Latency
10,722.6,94.896127
38,617.0,96.993279
6,710.6,96.468991
13,776.1999999999999,92.798975
12,686.4,93.323263
11,694.8,94.896127
10,635.8000000000001,95.420415
9,698.8,94.896127
8,635.0,94.896127
7,707.8000000000001,95.944703
7,669.4,95.420415
7,668.6,94.371839
7,651.2,96.993279
2,806.4,71.303167
2,820.4,71.303167
2,830.6,71.303167
2,805.8,71.303167
2,759.1999999999999,73.400319
2,803.0,70.778879
2,746.8,71.303167
