Thread pool size,Current 10 Second Throughput,99th percentile Latency
10,120.2,608.174079
36,152.6,713.031679
2,120.2,499.122175
1,330.2,160.432127
31,242.8,404.750335
1,438.8,125.304831
1,416.6,102.236159
22,210.8,221.249535
4,228.8,165.675007
4,211.8,72.876031
4,216.8,166.723583
3,168.20000000000002,264.241151
1,388.6,101.711871
1,372.0,124.256255
1,357.8,140.509183
1,421.2,159.383551
21,227.2,404.750335
1,392.8,267.386879
1,413.6,214.958079
1,0.0,0.0
