Thread pool size,Current 10 Second Throughput,99th percentile Latency
10,135.6,515.899391
31,129.6,232.783871
17,151.4,587.202559
46,152.2,373.293055
1,350.2,128.974847
1,386.4,91.226111
3,313.20000000000005,301.989887
39,213.0,591.396863
1,391.4,102.760447
1,421.2,92.798975
4,217.8,289.406975
1,368.8,74.973183
4,195.2,369.098751
1,402.0,177.209343
1,372.2,35.913727
3,226.0,55.836671
3,231.8,687.865855
1,381.0,93.323263
1,364.6,163.577855
9,264.6,236.978175
