Thread pool size,Current 10 Second Throughput,99th percentile Latency
10,101.2,183.500799
37,100.2,113.770495
20,114.8,107.479039
9,118.8,110.100479
30,185.4,72.876031
1,372.6,20.054015
1,350.40000000000003,19.660799
1,399.0,20.578303
2,246.0,95.944703
2,206.4,96.993279
2,161.0,95.944703
2,169.60000000000002,93.847551
2,167.4,95.420415
2,164.39999999999998,95.944703
2,169.4,96.468991
3,417.0,59.506687
1,507.6,19.267583
1,484.4,19.398655
1,483.6,24.641535
1,437.0,19.398655
